Date,From,To,Flight_Number,Airline,Distance,Duration,Seat,Seat_Type,Class,Reason,Plane,Registration,Trip,Note,From_OID,To_OID,Airline_OID,Plane_OID
- -,SYD,YVR,Air Canada (AC),Air Canada,7763,16:01,,,,,77L,,,"Direct",3361,156,330
- -,SYR,YYZ,Air Canada (AC),Air Canada,181,00:51,,,,,BEH,,,"Codeshare",3745,193,330
- -,TLV,YUL,Air Canada (AC),Air Canada,5466,11:25,,,,,763,,,"Direct",1590,146,330
- -,TLV,YYZ,Air Canada (AC),Air Canada,5772,12:02,,,,,763,,,"Direct",1590,193,330
- -,TPA,YYZ,Air Canada (AC),Air Canada,1096,02:41,,,,,319,,,"Direct",3646,193,330
- -,TRD,CPH,Air Canada (AC),Air Canada,544,01:35,,,,,M80,,,"Codeshare",665,609,330
- -,UVF,YYZ,Air Canada (AC),Air Canada,2344,05:11,,,,,319,,,"Direct",2894,193,330
- -,VIE,YYZ,Air Canada (AC),Air Canada,4315,09:07,,,,,763,,,"Codeshare",1613,193,330
- -,VLC,FRA,Air Canada (AC),Air Canada,851,02:12,,,,,319,,,"Codeshare",1246,340,330
- -,VNO,CPH,Air Canada (AC),Air Canada,502,01:30,,,,,M80,,,"Codeshare",3959,609,330
- -,VNO,FRA,Air Canada (AC),Air Canada,771,02:02,,,,,320 321,,,"Codeshare",3959,340,330
- -,VRA,YUL,Air Canada (AC),Air Canada,1608,03:42,,,,,320,,,"Direct",1923,146,330
- -,VRA,YYC,Air Canada (AC),Air Canada,2602,05:42,,,,,319,,,"Direct",1923,178,330
- -,VRA,YYZ,Air Canada (AC),Air Canada,1429,03:21,,,,,319,,,"Direct",1923,193,330
- -,WAW,CPH,Air Canada (AC),Air Canada,413,01:19,,,,,M80,,,"Codeshare",679,609,330
- -,WAW,YYZ,Air Canada (AC),Air Canada,4306,09:06,,,,,788,,,"Direct",679,193,330
- -,YAM,YYZ,Air Canada (AC),Air Canada,306,01:06,,,,,DH1,,,"Codeshare",21,193,330
- -,YBC,YUL,Air Canada (AC),Air Canada,361,01:13,,,,,DH1,,,"Codeshare",27,146,330
- -,YBC,YYY,Air Canada (AC),Air Canada,36,00:34,,,,,DH1,,,"Codeshare",27,192,330
- -,YBG,YUL,Air Canada (AC),Air Canada,236,00:58,,,,,DH1,,,"Codeshare",28,146,330
- -,YBL,YQQ,Air Canada (AC),Air Canada,23,00:32,,,,,BEH,,,"Codeshare",30,119,330
- -,YCD,YVR,Air Canada (AC),Air Canada,32,00:33,,,,,DH3,,,"Codeshare",33,156,330
- -,YCG,YVR,Air Canada (AC),Air Canada,250,01:00,,,,,DH3,,,"Codeshare",34,156,330
- -,YCG,YYC,Air Canada (AC),Air Canada,203,00:54,,,,,DH3,,,"Codeshare",34,178,330
- -,YDF,YHZ,Air Canada (AC),Air Canada,414,01:19,,,,,CRJ DH1,,,"Codeshare",45,73,330
- -,YDF,YYR,Air Canada (AC),Air Canada,312,01:07,,,,,BEH,,,"Codeshare",45,188,330
- -,YDF,YYT,Air Canada (AC),Air Canada,239,00:58,,,,,BEH,,,"Codeshare",45,189,330
- -,YDF,YYZ,Air Canada (AC),Air Canada,1120,02:44,,,,,E90,,,"Direct",45,193,330
- -,YEG,DEN,Air Canada (AC),Air Canada,1018,02:32,,,,,CR7 CRJ 319 E70,,,"Codeshare",49,3751,330
- -,YEG,EWR,Air Canada (AC),Air Canada,2017,04:32,,,,,319,,,"Codeshare",49,3494,330
- -,YEG,IAH,Air Canada (AC),Air Canada,1853,04:12,,,,,738 320 737 319,,,"Codeshare",49,3550,330
- -,YEG,LHR,Air Canada (AC),Air Canada,4228,08:57,,,,,763,,,"Direct",49,507,330
- -,YEG,ORD,Air Canada (AC),Air Canada,1415,03:19,,,,,E70 CR7,,,"Codeshare",49,3830,330
- -,YEG,SFO,Air Canada (AC),Air Canada,1162,02:49,,,,,CR7,,,"Codeshare",49,3469,330
- -,YEG,YMM,Air Canada (AC),Air Canada,249,00:59,,,,,DH4,,,"Codeshare",49,90,330
- -,YEG,YOW,Air Canada (AC),Air Canada,1769,04:02,,,,,E90,,,"Direct",49,100,330
- -,YEG,YQR,Air Canada (AC),Air Canada,428,01:21,,,,,DH3,,,"Codeshare",49,120,330
- -,YEG,YQU,Air Canada (AC),Air Canada,249,00:59,,,,,DH3,,,"Codeshare",49,122,330
- -,YEG,YUL,Air Canada (AC),Air Canada,1843,04:11,,,,,320,,,"Direct",49,146,330
- -,YEG,YVR,Air Canada (AC),Air Canada,502,01:30,,,,,E90 320 319,,,"Direct",49,156,330
- -,YEG,YWG,Air Canada (AC),Air Canada,737,01:58,,,,,CRJ,,,"Codeshare",49,160,330
- -,YEG,YXE,Air Canada (AC),Air Canada,298,01:05,,,,,DH3,,,"Codeshare",49,166,330
- -,YEG,YYC,Air Canada (AC),Air Canada,152,00:48,,,,,DH4 CRJ DH3,,,"Codeshare",49,178,330
- -,YEG,YYZ,Air Canada (AC),Air Canada,1669,03:50,,,,,320 319 E90,,,"Direct",49,193,330
- -,YEG,YZF,Air Canada (AC),Air Canada,632,01:45,,,,,CRJ,,,"Codeshare",49,196,330
- -,YFC,YHZ,Air Canada (AC),Air Canada,161,00:49,,,,,BEH,,,"Direct",56,73,330
- -,YFC,YOW,Air Canada (AC),Air Canada,442,01:23,,,,,DH1,,,"Codeshare",56,100,330
- -,YFC,YUL,Air Canada (AC),Air Canada,348,01:11,,,,,DH1 DH4,,,"Codeshare",56,146,330
- -,YFC,YYZ,Air Canada (AC),Air Canada,658,01:48,,,,,DH4,,,"Codeshare",56,193,330
- -,YGK,YYZ,Air Canada (AC),Air Canada,155,00:48,,,,,BEH,,,"Codeshare",61,193,330
- -,YGP,YGR,Air Canada (AC),Air Canada,155,00:48,,,,,DH3 DH1,,,"Codeshare",63,65,330
- -,YGP,YQB,Air Canada (AC),Air Canada,348,01:11,,,,,DH1 DH3,,,"Codeshare",63,111,330
- -,YGR,YGP,Air Canada (AC),Air Canada,155,00:48,,,,,DH1 DH3,,,"Codeshare",65,63,330
- -,YHZ,BOS,Air Canada (AC),Air Canada,412,01:19,,,,,CRJ,,,"Codeshare",73,3448,330
- -,YHZ,LHR,Air Canada (AC),Air Canada,2847,06:11,,,,,763,,,"Direct",73,507,330
- -,YHZ,ORD,Air Canada (AC),Air Canada,1234,02:58,,,,,ERJ,,,"Codeshare",73,3830,330
- -,YHZ,YDF,Air Canada (AC),Air Canada,414,01:19,,,,,DH1 CRJ,,,"Codeshare",73,45,330
- -,YHZ,YFC,Air Canada (AC),Air Canada,161,00:49,,,,,BEH,,,"Direct",73,56,330
- -,YHZ,YOW,Air Canada (AC),Air Canada,592,01:41,,,,,E90,,,"Direct",73,100,330
- -,YHZ,YQM,Air Canada (AC),Air Canada,102,00:42,,,,,BEH,,,"Direct",73,117,330
- -,YHZ,YQX,Air Canada (AC),Air Canada,505,01:30,,,,,CRJ CRA,,,"Codeshare",73,125,330
- -,YHZ,YQY,Air Canada (AC),Air Canada,189,00:52,,,,,DH1,,,"Codeshare",73,126,330
- -,YHZ,YSJ,Air Canada (AC),Air Canada,119,00:44,,,,,BEH,,,"Direct",73,135,330
- -,YHZ,YUL,Air Canada (AC),Air Canada,499,01:29,,,,,320 E90 319 E75,,,"Direct",73,146,330
- -,YHZ,YYG,Air Canada (AC),Air Canada,99,00:41,,,,,BEH,,,"Direct",73,182,330
- -,YHZ,YYR,Air Canada (AC),Air Canada,598,01:41,,,,,CRJ,,,"Codeshare",73,188,330
- -,YHZ,YYT,Air Canada (AC),Air Canada,546,01:35,,,,,E90,,,"Direct",73,189,330
- -,YHZ,YYZ,Air Canada (AC),Air Canada,800,02:06,,,,,E90 320 763 319,,,"Direct",73,193,330
- -,YKA,YVR,Air Canada (AC),Air Canada,160,00:49,,,,,DH3,,,"Codeshare",78,156,330
- -,YKA,YYC,Air Canada (AC),Air Canada,281,01:03,,,,,DH3,,,"Codeshare",78,178,330
- -,YLW,LAX,Air Canada (AC),Air Canada,1106,02:42,,,,,CR7,,,"Codeshare",87,3484,330
- -,YLW,YVR,Air Canada (AC),Air Canada,178,00:51,,,,,DH3 CRJ,,,"Codeshare",87,156,330
- -,YLW,YYC,Air Canada (AC),Air Canada,248,00:59,,,,,DH3 CRJ,,,"Codeshare",87,178,330
- -,YMM,DEN,Air Canada (AC),Air Canada,1196,02:53,,,,,CR7,,,"Codeshare",90,3751,330
- -,YMM,YEG,Air Canada (AC),Air Canada,249,00:59,,,,,DH4,,,"Codeshare",90,49,330
- -,YMM,YVR,Air Canada (AC),Air Canada,714,01:55,,,,,CRJ,,,"Codeshare",90,156,330
- -,YMM,YYC,Air Canada (AC),Air Canada,399,01:17,,,,,CRA DH4 CRJ,,,"Codeshare",90,178,330
- -,YMM,YYZ,Air Canada (AC),Air Canada,1637,03:46,,,,,E90 320 319,,,"Direct",90,193,330
- -,YOW,BOS,Air Canada (AC),Air Canada,309,01:07,,,,,DH1,,,"Codeshare",100,3448,330
- -,YOW,DCA,Air Canada (AC),Air Canada,452,01:24,,,,,CRJ,,,"Codeshare",100,3520,330
- -,YOW,FRA,Air Canada (AC),Air Canada,3716,07:55,,,,,333,,,"Direct",100,340,330
- -,YOW,IAD,Air Canada (AC),Air Canada,449,01:23,,,,,ERJ,,,"Codeshare",100,3714,330
- -,YOW,LGA,Air Canada (AC),Air Canada,326,01:09,,,,,CRJ,,,"Codeshare",100,3697,330
- -,YOW,LHR,Air Canada (AC),Air Canada,3320,07:08,,,,,763,,,"Direct",100,507,330
- -,YOW,ORD,Air Canada (AC),Air Canada,652,01:48,,,,,ERJ E70,,,"Codeshare",100,3830,330
- -,YOW,YEG,Air Canada (AC),Air Canada,1769,04:02,,,,,E90 320,,,"Direct",100,49,330
- -,YOW,YFC,Air Canada (AC),Air Canada,442,01:23,,,,,DH1,,,"Codeshare",100,56,330
- -,YOW,YHZ,Air Canada (AC),Air Canada,592,01:41,,,,,E90,,,"Direct",100,73,330
- -,YOW,YQB,Air Canada (AC),Air Canada,228,00:57,,,,,DH1,,,"Codeshare",100,111,330
- -,YOW,YQM,Air Canada (AC),Air Canada,532,01:33,,,,,CRJ,,,"Codeshare",100,117,330
- -,YOW,YUL,Air Canada (AC),Air Canada,94,00:41,,,,,E90,,,"Direct",100,146,330
- -,YOW,YVR,Air Canada (AC),Air Canada,2205,04:54,,,,,320 763,,,"Direct",100,156,330
- -,YOW,YWG,Air Canada (AC),Air Canada,1048,02:35,,,,,CRA,,,"Codeshare",100,160,330
- -,YOW,YXU,Air Canada (AC),Air Canada,314,01:07,,,,,DH1,,,"Codeshare",100,174,330
- -,YOW,YYC,Air Canada (AC),Air Canada,1787,04:04,,,,,E90 320,,,"Direct",100,178,330
- -,YOW,YYT,Air Canada (AC),Air Canada,1097,02:41,,,,,CRA,,,"Codeshare",100,189,330
- -,YOW,YYZ,Air Canada (AC),Air Canada,225,00:57,,,,,320 319 E90 763 E75,,,"Direct",100,193,330
- -,YPR,YVR,Air Canada (AC),Air Canada,468,01:26,,,,,DH3,,,"Codeshare",108,156,330
- -,YQB,ORD,Air Canada (AC),Air Canada,877,02:15,,,,,ERJ,,,"Codeshare",111,3830,330
- -,YQB,YGP,Air Canada (AC),Air Canada,348,01:11,,,,,DH3 DH1,,,"Codeshare",111,63,330
- -,YQB,YOW,Air Canada (AC),Air Canada,228,00:57,,,,,DH1,,,"Codeshare",111,100,330
- -,YQB,YUL,Air Canada (AC),Air Canada,144,00:47,,,,,DH4 DH1 DH3,,,"Codeshare",111,146,330
- -,YQB,YYZ,Air Canada (AC),Air Canada,454,01:24,,,,,DH4,,,"Codeshare",111,193,330
- -,YQB,YZV,Air Canada (AC),Air Canada,333,01:09,,,,,DH1,,,"Codeshare",111,202,330
- -,YQF,YYC,Air Canada (AC),Air Canada,73,00:38,,,,,BEH,,,"Direct",112,178,330
- -,YQG,YYZ,Air Canada (AC),Air Canada,193,00:53,,,,,319,,,"Direct",113,193,330
- -,YQL,YYC,Air Canada (AC),Air Canada,115,00:43,,,,,BEH,,,"Codeshare",116,178,330
- -,YQM,YHZ,Air Canada (AC),Air Canada,102,00:42,,,,,BEH,,,"Direct",117,73,330
- -,YQM,YOW,Air Canada (AC),Air Canada,532,01:33,,,,,CRJ,,,"Codeshare",117,100,330
- -,YQM,YUL,Air Canada (AC),Air Canada,438,01:22,,,,,DH4,,,"Codeshare",117,146,330
- -,YQM,YYZ,Air Canada (AC),Air Canada,749,01:59,,,,,DH4 CRJ,,,"Codeshare",117,193,330
- -,YQQ,YVR,Air Canada (AC),Air Canada,84,00:40,,,,,BEH,,,"Codeshare",119,156,330
- -,YQR,DEN,Air Canada (AC),Air Canada,729,01:57,,,,,CRJ,,,"Codeshare",120,3751,330
- -,YQR,ORD,Air Canada (AC),Air Canada,987,02:28,,,,,CRJ,,,"Codeshare",120,3830,330
- -,YQR,YEG,Air Canada (AC),Air Canada,428,01:21,,,,,DH3,,,"Codeshare",120,49,330
- -,YQR,YVR,Air Canada (AC),Air Canada,827,02:09,,,,,CRJ,,,"Codeshare",120,156,330
- -,YQR,YWG,Air Canada (AC),Air Canada,330,01:09,,,,,CRJ,,,"Codeshare",120,160,330
- -,YQR,YYC,Air Canada (AC),Air Canada,410,01:19,,,,,DH4,,,"Codeshare",120,178,330
- -,YQR,YYZ,Air Canada (AC),Air Canada,1259,03:01,,,,,E90,,,"Direct",120,193,330
- -,YQT,YWG,Air Canada (AC),Air Canada,372,01:14,,,,,CRJ,,,"Codeshare",121,160,330
- -,YQT,YYZ,Air Canada (AC),Air Canada,565,01:37,,,,,CRJ DH4,,,"Codeshare",121,193,330
- -,YQU,YEG,Air Canada (AC),Air Canada,249,00:59,,,,,DH3,,,"Codeshare",122,49,330
- -,YQU,YYC,Air Canada (AC),Air Canada,345,01:11,,,,,DH3 DH4,,,"Codeshare",122,178,330
- -,YQX,YHZ,Air Canada (AC),Air Canada,505,01:30,,,,,CRA CRJ,,,"Codeshare",125,73,330
- -,YQX,YYR,Air Canada (AC),Air Canada,394,01:17,,,,,BEH,,,"Codeshare",125,188,330
- -,YQX,YYT,Air Canada (AC),Air Canada,123,00:44,,,,,BEH,,,"Codeshare",125,189,330
- -,YQY,YHZ,Air Canada (AC),Air Canada,189,00:52,,,,,DH1,,,"Codeshare",126,73,330
- -,YQY,YYZ,Air Canada (AC),Air Canada,970,02:26,,,,,CRJ,,,"Codeshare",126,193,330
- -,YQZ,YVR,Air Canada (AC),Air Canada,266,01:01,,,,,BEH,,,"Codeshare",127,156,330
- -,YQZ,YWL,Air Canada (AC),Air Canada,61,00:37,,,,,BEH,,,"Direct",127,162,330
- -,YSB,YYZ,Air Canada (AC),Air Canada,211,00:55,,,,,DH1,,,"Codeshare",133,193,330
- -,YSJ,YHZ,Air Canada (AC),Air Canada,119,00:44,,,,,BEH,,,"Direct",135,73,330
- -,YSJ,YUL,Air Canada (AC),Air Canada,380,01:15,,,,,DH1,,,"Codeshare",135,146,330
- -,YSJ,YYZ,Air Canada (AC),Air Canada,685,01:52,,,,,DH4,,,"Codeshare",135,193,330
- -,YTS,YYZ,Air Canada (AC),Air Canada,348,01:11,,,,,DH1,,,"Codeshare",143,193,330
- -,YTZ,YUL,Air Canada (AC),Air Canada,305,01:06,,,,,DH4,,,"Codeshare",144,146,330
- -,YUL,AZS,Air Canada (AC),Air Canada,1823,04:08,,,,,320,,,"Direct",146,5810,330
- -,YUL,BDL,Air Canada (AC),Air Canada,249,00:59,,,,,BEH,,,"Codeshare",146,3825,330
- -,YUL,BOS,Air Canada (AC),Air Canada,253,01:00,,,,,CRJ DH3,,,"Codeshare",146,3448,330
- -,YUL,BRU,Air Canada (AC),Air Canada,3449,07:23,,,,,333,,,"Direct",146,302,330
- -,YUL,CCC,Air Canada (AC),Air Canada,1609,03:43,,,,,319,,,"Direct",146,1901,330
- -,YUL,CDG,Air Canada (AC),Air Canada,3430,07:21,,,,,77W,,,"Direct",146,1382,330
- -,YUL,CUN,Air Canada (AC),Air Canada,1844,04:11,,,,,319,,,"Direct",146,1852,330
- -,YUL,CZM,Air Canada (AC),Air Canada,1878,04:15,,,,,319,,,"Direct",146,1800,330
- -,YUL,DCA,Air Canada (AC),Air Canada,487,01:28,,,,,CRJ,,,"Codeshare",146,3520,330
- -,YUL,DEN,Air Canada (AC),Air Canada,1606,03:42,,,,,E90,,,"Direct",146,3751,330
- -,YUL,EWR,Air Canada (AC),Air Canada,330,01:09,,,,,CRJ,,,"Codeshare",146,3494,330
- -,YUL,FDF,Air Canada (AC),Air Canada,2257,05:00,,,,,319,,,"Direct",146,2878,330
- -,YUL,FLL,Air Canada (AC),Air Canada,1385,03:16,,,,,320,,,"Direct",146,3533,330
- -,YUL,FRA,Air Canada (AC),Air Canada,3635,07:46,,,,,333,,,"Direct",146,340,330
- -,YUL,GVA,Air Canada (AC),Air Canada,3667,07:50,,,,,333,,,"Direct",146,1665,330
- -,YUL,HOG,Air Canada (AC),Air Canada,1710,03:55,,,,,319,,,"Direct",146,1910,330
- -,YUL,IAD,Air Canada (AC),Air Canada,488,01:28,,,,,CR7 ERJ CRJ,,,"Codeshare",146,3714,330
- -,YUL,IAH,Air Canada (AC),Air Canada,1582,03:39,,,,,E70,,,"Codeshare",146,3550,330
- -,YUL,LAS,Air Canada (AC),Air Canada,2233,04:57,,,,,763,,,"Direct",146,3877,330
- -,YUL,LAX,Air Canada (AC),Air Canada,2467,05:26,,,,,319,,,"Direct",146,3484,330
- -,YUL,LGA,Air Canada (AC),Air Canada,324,01:08,,,,,E75,,,"Direct",146,3697,330
- -,YUL,LHR,Air Canada (AC),Air Canada,3238,06:58,,,,,77W,,,"Direct",146,507,330
- -,YUL,MBJ,Air Canada (AC),Air Canada,1877,04:15,,,,,319,,,"Direct",146,1780,330
- -,YUL,MCO,Air Canada (AC),Air Canada,1247,02:59,,,,,319,,,"Direct",146,3878,330
- -,YUL,MUC,Air Canada (AC),Air Canada,3819,08:08,,,,,333,,,"Codeshare",146,346,330
- -,YUL,ORD,Air Canada (AC),Air Canada,745,01:59,,,,,E75,,,"Direct",146,3830,330
- -,YUL,PAP,Air Canada (AC),Air Canada,1858,04:12,,,,,763,,,"Direct",146,1897,330
- -,YUL,PTP,Air Canada (AC),Air Canada,2136,04:46,,,,,319,,,"Direct",146,2881,330
- -,YUL,PUJ,Air Canada (AC),Air Canada,1883,04:15,,,,,319,,,"Direct",146,1760,330
- -,YUL,SFO,Air Canada (AC),Air Canada,2531,05:33,,,,,319,,,"Direct",146,3469,330
- -,YUL,SNU,Air Canada (AC),Air Canada,1624,03:44,,,,,319,,,"Direct",146,1918,330
- -,YUL,VRA,Air Canada (AC),Air Canada,1608,03:42,,,,,320,,,"Direct",146,1923,330
- -,YUL,YBC,Air Canada (AC),Air Canada,361,01:13,,,,,DH1,,,"Codeshare",146,27,330
- -,YUL,YBG,Air Canada (AC),Air Canada,236,00:58,,,,,DH1,,,"Codeshare",146,28,330
- -,YUL,YEG,Air Canada (AC),Air Canada,1843,04:11,,,,,320,,,"Direct",146,49,330
- -,YUL,YFC,Air Canada (AC),Air Canada,348,01:11,,,,,DH4 DH1,,,"Codeshare",146,56,330
- -,YUL,YHZ,Air Canada (AC),Air Canada,499,01:29,,,,,320 E90 E75 319,,,"Direct",146,73,330
- -,YUL,YOW,Air Canada (AC),Air Canada,94,00:41,,,,,E90 320,,,"Direct",146,100,330
- -,YUL,YQB,Air Canada (AC),Air Canada,144,00:47,,,,,DH3 DH1 DH4,,,"Codeshare",146,111,330
- -,YUL,YQM,Air Canada (AC),Air Canada,438,01:22,,,,,DH4,,,"Codeshare",146,117,330
- -,YUL,YSJ,Air Canada (AC),Air Canada,380,01:15,,,,,DH1,,,"Codeshare",146,135,330
- -,YUL,YTZ,Air Canada (AC),Air Canada,305,01:06,,,,,DH4,,,"Codeshare",146,144,330
- -,YUL,YUY,Air Canada (AC),Air Canada,305,01:06,,,,,DH1,,,"Codeshare",146,149,330
- -,YUL,YVO,Air Canada (AC),Air Canada,261,01:01,,,,,DH1,,,"Codeshare",146,153,330
- -,YUL,YVR,Air Canada (AC),Air Canada,2286,05:04,,,,,321 320 333 319,,,"Direct",146,156,330
- -,YUL,YWG,Air Canada (AC),Air Canada,1129,02:45,,,,,CRA,,,"Codeshare",146,160,330
- -,YUL,YYC,Air Canada (AC),Air Canada,1866,04:13,,,,,E90 319 320,,,"Direct",146,178,330
- -,YUL,YYG,Air Canada (AC),Air Canada,513,01:31,,,,,DH4,,,"Codeshare",146,182,330
- -,YUL,YYT,Air Canada (AC),Air Canada,1004,02:30,,,,,E90,,,"Direct",146,189,330
- -,YUL,YYY,Air Canada (AC),Air Canada,338,01:10,,,,,DH1,,,"Codeshare",146,192,330
- -,YUL,YYZ,Air Canada (AC),Air Canada,314,01:07,,,,,321 320 319 333 763 E75,,,"Direct",146,193,330
- -,YUL,YZV,Air Canada (AC),Air Canada,476,01:27,,,,,DH1,,,"Codeshare",146,202,330
- -,YUL,ZBF,Air Canada (AC),Air Canada,407,01:18,,,,,DH3 DH1,,,"Codeshare",146,5538,330
- -,YUL,ZRH,Air Canada (AC),Air Canada,3723,07:56,,,,,330,,,"Direct",146,1678,330
- -,YUL,ZSA,Air Canada (AC),Air Canada,1478,03:27,,,,,319,,,"Direct",146,1956,330
- -,YUY,YUL,Air Canada (AC),Air Canada,305,01:06,,,,,DH1,,,"Codeshare",149,146,330
- -,YUY,YVO,Air Canada (AC),Air Canada,49,00:35,,,,,DH1,,,"Codeshare",149,153,330
- -,YVO,YUL,Air Canada (AC),Air Canada,261,01:01,,,,,DH1,,,"Codeshare",153,146,330
- -,YVO,YUY,Air Canada (AC),Air Canada,49,00:35,,,,,DH1,,,"Codeshare",153,149,330
- -,YVR,AKL,Air Canada (AC),Air Canada,7055,14:36,,,,,772,,,"Direct",156,2006,330
- -,YVR,DEN,Air Canada (AC),Air Canada,1111,02:43,,,,,320 319 CR7 737 739,,,"Codeshare",156,3751,330
- -,YVR,EWR,Air Canada (AC),Air Canada,2421,05:20,,,,,319,,,"Direct",156,3494,330
- -,YVR,FRA,Air Canada (AC),Air Canada,5006,10:30,,,,,744,,,"Codeshare",156,340,330
- -,YVR,HKG,Air Canada (AC),Air Canada,6377,13:15,,,,,77W,,,"Direct",156,3077,330
- -,YVR,HND,Air Canada (AC),Air Canada,4694,09:53,,,,,763,,,"Direct",156,2359,330
- -,YVR,HNL,Air Canada (AC),Air Canada,2703,05:54,,,,,763,,,"Direct",156,3728,330
- -,YVR,ICN,Air Canada (AC),Air Canada,5092,10:41,,,,,763,,,"Direct",156,3930,330
- -,YVR,LAS,Air Canada (AC),Air Canada,991,02:28,,,,,319,,,"Direct",156,3877,330
- -,YVR,LAX,Air Canada (AC),Air Canada,1081,02:39,,,,,319,,,"Direct",156,3484,330
- -,YVR,LHR,Air Canada (AC),Air Canada,4706,09:54,,,,,77W,,,"Direct",156,507,330
- -,YVR,MEX,Air Canada (AC),Air Canada,2449,05:23,,,,,319,,,"Direct",156,1824,330
- -,YVR,MUC,Air Canada (AC),Air Canada,5179,10:51,,,,,333,,,"Codeshare",156,346,330
- -,YVR,NRT,Air Canada (AC),Air Canada,4659,09:49,,,,,763,,,"Direct",156,2279,330
- -,YVR,OGG,Air Canada (AC),Air Canada,2671,05:50,,,,,763,,,"Direct",156,3456,330
- -,YVR,ORD,Air Canada (AC),Air Canada,1758,04:00,,,,,320 319 738 737,,,"Codeshare",156,3830,330
- -,YVR,PDX,Air Canada (AC),Air Canada,250,01:00,,,,,DH3,,,"Codeshare",156,3720,330
- -,YVR,PEK,Air Canada (AC),Air Canada,5273,11:02,,,,,77W 330,,,"Direct",156,3364,330
- -,YVR,PVG,Air Canada (AC),Air Canada,5599,11:41,,,,,763,,,"Direct",156,3406,330
- -,YVR,PVR,Air Canada (AC),Air Canada,2202,04:54,,,,,319,,,"Direct",156,1836,330
- -,YVR,SEA,Air Canada (AC),Air Canada,127,00:45,,,,,DH3,,,"Codeshare",156,3577,330
- -,YVR,SFO,Air Canada (AC),Air Canada,800,02:06,,,,,E90 320 319,,,"Direct",156,3469,330
- -,YVR,SYD,Air Canada (AC),Air Canada,7763,16:01,,,,,77L,,,"Direct",156,3361,330
- -,YVR,YBL,Air Canada (AC),Air Canada,107,00:42,,,,,BEH,,,"1 stops",156,30,330
- -,YVR,YCD,Air Canada (AC),Air Canada,32,00:33,,,,,DH3,,,"Codeshare",156,33,330
- -,YVR,YCG,Air Canada (AC),Air Canada,250,01:00,,,,,DH3,,,"Codeshare",156,34,330
- -,YVR,YEG,Air Canada (AC),Air Canada,502,01:30,,,,,E90 320,,,"Direct",156,49,330
- -,YVR,YKA,Air Canada (AC),Air Canada,160,00:49,,,,,DH3,,,"Codeshare",156,78,330
- -,YVR,YLW,Air Canada (AC),Air Canada,178,00:51,,,,,DH3 CRJ,,,"Codeshare",156,87,330
- -,YVR,YMM,Air Canada (AC),Air Canada,714,01:55,,,,,CRJ,,,"Codeshare",156,90,330
- -,YVR,YOW,Air Canada (AC),Air Canada,2205,04:54,,,,,320 763,,,"Direct",156,100,330
- -,YVR,YPR,Air Canada (AC),Air Canada,468,01:26,,,,,DH3,,,"Codeshare",156,108,330
- -,YVR,YQR,Air Canada (AC),Air Canada,827,02:09,,,,,CRJ,,,"Codeshare",156,120,330
- -,YVR,YQZ,Air Canada (AC),Air Canada,266,01:01,,,,,BEH,,,"Direct",156,127,330
- -,YVR,YUL,Air Canada (AC),Air Canada,2286,05:04,,,,,333 320 321,,,"Direct",156,146,330
- -,YVR,YWG,Air Canada (AC),Air Canada,1157,02:48,,,,,E90,,,"Direct",156,160,330
- -,YVR,YWL,Air Canada (AC),Air Canada,212,00:55,,,,,BEH,,,"Codeshare",156,162,330
- -,YVR,YXC,Air Canada (AC),Air Canada,333,01:09,,,,,DH3,,,"Codeshare",156,164,330
- -,YVR,YXE,Air Canada (AC),Air Canada,748,01:59,,,,,CRJ,,,"Codeshare",156,166,330
- -,YVR,YXJ,Air Canada (AC),Air Canada,496,01:29,,,,,DH4,,,"Codeshare",156,168,330
- -,YVR,YXS,Air Canada (AC),Air Canada,324,01:08,,,,,DH4,,,"Codeshare",156,172,330
- -,YVR,YXT,Air Canada (AC),Air Canada,430,01:21,,,,,DH3,,,"Codeshare",156,173,330
- -,YVR,YXY,Air Canada (AC),Air Canada,921,02:20,,,,,E90,,,"Direct",156,176,330
- -,YVR,YYC,Air Canada (AC),Air Canada,426,01:21,,,,,E90 319 320,,,"Direct",156,178,330
- -,YVR,YYD,Air Canada (AC),Air Canada,424,01:20,,,,,DH3,,,"Codeshare",156,179,330
- -,YVR,YYF,Air Canada (AC),Air Canada,162,00:49,,,,,DH3,,,"Codeshare",156,181,330
- -,YVR,YYJ,Air Canada (AC),Air Canada,39,00:34,,,,,DH3 DH4,,,"Codeshare",156,184,330
- -,YVR,YYZ,Air Canada (AC),Air Canada,2077,04:39,,,,,320 319 77L 321 77W 763,,,"Direct",156,193,330
- -,YVR,YZP,Air Canada (AC),Air Canada,466,01:25,,,,,DH3,,,"Codeshare",156,198,330
- -,YWG,DEN,Air Canada (AC),Air Canada,782,02:03,,,,,ERJ CRJ,,,"Codeshare",160,3751,330
- -,YWG,ORD,Air Canada (AC),Air Canada,706,01:54,,,,,CRJ ERJ,,,"Codeshare",160,3830,330
- -,YWG,YEG,Air Canada (AC),Air Canada,737,01:58,,,,,CRJ,,,"Codeshare",160,49,330
- -,YWG,YOW,Air Canada (AC),Air Canada,1048,02:35,,,,,CRA,,,"Codeshare",160,100,330
- -,YWG,YQR,Air Canada (AC),Air Canada,330,01:09,,,,,CRJ,,,"Codeshare",160,120,330
