Date,From,To,Flight_Number,Airline,Distance,Duration,Seat,Seat_Type,Class,Reason,Plane,Registration,Trip,Note,From_OID,To_OID,Airline_OID,Plane_OID
- -,YWG,YQT,Air Canada (AC),Air Canada,372,01:14,,,,,CRJ,,,"Codeshare",160,121,330
- -,YWG,YUL,Air Canada (AC),Air Canada,1129,02:45,,,,,CRA,,,"Codeshare",160,146,330
- -,YWG,YVR,Air Canada (AC),Air Canada,1157,02:48,,,,,E90 320,,,"Direct",160,156,330
- -,YWG,YXE,Air Canada (AC),Air Canada,439,01:22,,,,,CRJ,,,"Codeshare",160,166,330
- -,YWG,YYC,Air Canada (AC),Air Canada,739,01:58,,,,,CRA,,,"Codeshare",160,178,330
- -,YWG,YYZ,Air Canada (AC),Air Canada,934,02:22,,,,,E90 320 319,,,"Direct",160,193,330
- -,YWK,YYR,Air Canada (AC),Air Canada,268,01:02,,,,,BEH,,,"Codeshare",161,188,330
- -,YWK,YZV,Air Canada (AC),Air Canada,188,00:52,,,,,DH1,,,"Codeshare",161,202,330
- -,YWL,YQZ,Air Canada (AC),Air Canada,61,00:37,,,,,BEH,,,"Codeshare",162,127,330
- -,YWL,YVR,Air Canada (AC),Air Canada,212,00:55,,,,,BEH,,,"Direct",162,156,330
- -,YXC,YVR,Air Canada (AC),Air Canada,333,01:09,,,,,DH3,,,"Codeshare",164,156,330
- -,YXC,YYC,Air Canada (AC),Air Canada,129,00:45,,,,,BEH,,,"Codeshare",164,178,330
- -,YXE,DEN,Air Canada (AC),Air Canada,855,02:12,,,,,ERJ,,,"Codeshare",166,3751,330
- -,YXE,YEG,Air Canada (AC),Air Canada,298,01:05,,,,,DH3,,,"Codeshare",166,49,330
- -,YXE,YVR,Air Canada (AC),Air Canada,748,01:59,,,,,CRJ,,,"Codeshare",166,156,330
- -,YXE,YWG,Air Canada (AC),Air Canada,439,01:22,,,,,CRJ,,,"Codeshare",166,160,330
- -,YXE,YYC,Air Canada (AC),Air Canada,321,01:08,,,,,DH4,,,"Codeshare",166,178,330
- -,YXE,YYZ,Air Canada (AC),Air Canada,1372,03:14,,,,,E90,,,"Direct",166,193,330
- -,YXH,YYC,Air Canada (AC),Air Canada,163,00:49,,,,,BEH,,,"Codeshare",167,178,330
- -,YXJ,YVR,Air Canada (AC),Air Canada,496,01:29,,,,,DH4,,,"Codeshare",168,156,330
- -,YXS,YVR,Air Canada (AC),Air Canada,324,01:08,,,,,DH4,,,"Codeshare",172,156,330
- -,YXT,YVR,Air Canada (AC),Air Canada,430,01:21,,,,,DH3,,,"Codeshare",173,156,330
- -,YXU,ORD,Air Canada (AC),Air Canada,351,01:12,,,,,CRJ,,,"Codeshare",174,3830,330
- -,YXU,YOW,Air Canada (AC),Air Canada,314,01:07,,,,,DH1,,,"Codeshare",174,100,330
- -,YXU,YYZ,Air Canada (AC),Air Canada,88,00:40,,,,,DH1 DH4,,,"Codeshare",174,193,330
- -,YXY,YVR,Air Canada (AC),Air Canada,921,02:20,,,,,E90,,,"Direct",176,156,330
- -,YYB,YYZ,Air Canada (AC),Air Canada,185,00:52,,,,,DH1,,,"Codeshare",177,193,330
- -,YYC,CUN,Air Canada (AC),Air Canada,2540,05:34,,,,,319,,,"Direct",178,1852,330
- -,YYC,DEN,Air Canada (AC),Air Canada,897,02:17,,,,,CRJ 738 737 CR7,,,"Codeshare",178,3751,330
- -,YYC,EWR,Air Canada (AC),Air Canada,2016,04:31,,,,,E90,,,"Direct",178,3494,330
- -,YYC,FRA,Air Canada (AC),Air Canada,4675,09:51,,,,,77W,,,"Direct",178,340,330
- -,YYC,IAH,Air Canada (AC),Air Canada,1746,03:59,,,,,738 CRA 320 739,,,"Codeshare",178,3550,330
- -,YYC,LAS,Air Canada (AC),Air Canada,1039,02:34,,,,,319,,,"Direct",178,3877,330
- -,YYC,LAX,Air Canada (AC),Air Canada,1206,02:54,,,,,319,,,"Direct",178,3484,330
- -,YYC,LHR,Air Canada (AC),Air Canada,4356,09:12,,,,,333,,,"Direct",178,507,330
- -,YYC,NRT,Air Canada (AC),Air Canada,4934,10:22,,,,,763,,,"Direct",178,2279,330
- -,YYC,ORD,Air Canada (AC),Air Canada,1381,03:15,,,,,737 CR7 738 320,,,"Codeshare",178,3830,330
- -,YYC,PDX,Air Canada (AC),Air Canada,547,01:35,,,,,CRJ,,,"Codeshare",178,3720,330
- -,YYC,PVR,Air Canada (AC),Air Canada,2154,04:48,,,,,319,,,"Direct",178,1836,330
- -,YYC,SFO,Air Canada (AC),Air Canada,1017,02:32,,,,,CR7,,,"Codeshare",178,3469,330
- -,YYC,SJD,Air Canada (AC),Air Canada,1944,04:23,,,,,319,,,"Direct",178,1840,330
- -,YYC,VRA,Air Canada (AC),Air Canada,2602,05:42,,,,,319,,,"Direct",178,1923,330
- -,YYC,YCG,Air Canada (AC),Air Canada,203,00:54,,,,,DH3,,,"Codeshare",178,34,330
- -,YYC,YEG,Air Canada (AC),Air Canada,152,00:48,,,,,DH3 CRJ DH4,,,"Codeshare",178,49,330
- -,YYC,YKA,Air Canada (AC),Air Canada,281,01:03,,,,,DH3,,,"Codeshare",178,78,330
- -,YYC,YLW,Air Canada (AC),Air Canada,248,00:59,,,,,DH3 CRJ,,,"Codeshare",178,87,330
- -,YYC,YMM,Air Canada (AC),Air Canada,399,01:17,,,,,DH4 CRJ CRA,,,"Codeshare",178,90,330
- -,YYC,YOW,Air Canada (AC),Air Canada,1787,04:04,,,,,E90 320,,,"Direct",178,100,330
- -,YYC,YQF,Air Canada (AC),Air Canada,73,00:38,,,,,BEH,,,"Direct",178,112,330
- -,YYC,YQL,Air Canada (AC),Air Canada,115,00:43,,,,,BEH,,,"Codeshare",178,116,330
- -,YYC,YQR,Air Canada (AC),Air Canada,410,01:19,,,,,DH4,,,"Codeshare",178,120,330
- -,YYC,YQU,Air Canada (AC),Air Canada,345,01:11,,,,,DH3 DH4,,,"Codeshare",178,122,330
- -,YYC,YUL,Air Canada (AC),Air Canada,1866,04:13,,,,,E90 319 320,,,"Direct",178,146,330
- -,YYC,YVR,Air Canada (AC),Air Canada,426,01:21,,,,,E90 320 319 321,,,"Direct",178,156,330
- -,YYC,YWG,Air Canada (AC),Air Canada,739,01:58,,,,,CRA,,,"Codeshare",178,160,330
- -,YYC,YXC,Air Canada (AC),Air Canada,129,00:45,,,,,BEH,,,"Codeshare",178,164,330
- -,YYC,YXE,Air Canada (AC),Air Canada,321,01:08,,,,,DH4,,,"Codeshare",178,166,330
- -,YYC,YXH,Air Canada (AC),Air Canada,163,00:49,,,,,BEH,,,"Codeshare",178,167,330
- -,YYC,YYJ,Air Canada (AC),Air Canada,451,01:24,,,,,DH4,,,"Codeshare",178,184,330
- -,YYC,YYZ,Air Canada (AC),Air Canada,1670,03:50,,,,,321 320 319 E90,,,"Direct",178,193,330
- -,YYC,YZF,Air Canada (AC),Air Canada,783,02:03,,,,,CRJ,,,"Codeshare",178,196,330
- -,YYD,YVR,Air Canada (AC),Air Canada,424,01:20,,,,,DH3,,,"Codeshare",179,156,330
- -,YYF,YVR,Air Canada (AC),Air Canada,162,00:49,,,,,DH3,,,"Codeshare",181,156,330
- -,YYG,YHZ,Air Canada (AC),Air Canada,99,00:41,,,,,BEH,,,"Direct",182,73,330
- -,YYG,YUL,Air Canada (AC),Air Canada,513,01:31,,,,,DH4,,,"Codeshare",182,146,330
- -,YYG,YYZ,Air Canada (AC),Air Canada,824,02:08,,,,,CRJ,,,"Codeshare",182,193,330
- -,YYJ,SFO,Air Canada (AC),Air Canada,763,02:01,,,,,CRJ,,,"Codeshare",184,3469,330
- -,YYJ,YVR,Air Canada (AC),Air Canada,39,00:34,,,,,DH3 DH4,,,"Codeshare",184,156,330
- -,YYJ,YYC,Air Canada (AC),Air Canada,451,01:24,,,,,DH4,,,"Codeshare",184,178,330
- -,YYJ,YYZ,Air Canada (AC),Air Canada,2092,04:41,,,,,320,,,"Direct",184,193,330
- -,YYR,YDF,Air Canada (AC),Air Canada,312,01:07,,,,,BEH,,,"Codeshare",188,45,330
- -,YYR,YHZ,Air Canada (AC),Air Canada,598,01:41,,,,,CRJ,,,"Codeshare",188,73,330
- -,YYR,YQX,Air Canada (AC),Air Canada,394,01:17,,,,,BEH,,,"Codeshare",188,125,330
- -,YYR,YWK,Air Canada (AC),Air Canada,268,01:02,,,,,BEH,,,"Codeshare",188,161,330
- -,YYR,YYT,Air Canada (AC),Air Canada,517,01:32,,,,,CRJ,,,"Codeshare",188,189,330
- -,YYT,LHR,Air Canada (AC),Air Canada,2307,05:06,,,,,319,,,"Direct",189,507,330
- -,YYT,YDF,Air Canada (AC),Air Canada,239,00:58,,,,,BEH,,,"Codeshare",189,45,330
- -,YYT,YHZ,Air Canada (AC),Air Canada,546,01:35,,,,,E90,,,"Direct",189,73,330
- -,YYT,YOW,Air Canada (AC),Air Canada,1097,02:41,,,,,CRA,,,"Codeshare",189,100,330
- -,YYT,YQX,Air Canada (AC),Air Canada,123,00:44,,,,,BEH,,,"Codeshare",189,125,330
- -,YYT,YUL,Air Canada (AC),Air Canada,1004,02:30,,,,,E90 319 320,,,"Direct",189,146,330
- -,YYT,YYR,Air Canada (AC),Air Canada,517,01:32,,,,,CRJ,,,"Codeshare",189,188,330
- -,YYT,YYZ,Air Canada (AC),Air Canada,1318,03:08,,,,,320 319 E90,,,"Direct",189,193,330
- -,YYY,YBC,Air Canada (AC),Air Canada,36,00:34,,,,,DH1,,,"Codeshare",192,27,330
- -,YYY,YUL,Air Canada (AC),Air Canada,338,01:10,,,,,DH1,,,"Codeshare",192,146,330
- -,YYZ,ANU,Air Canada (AC),Air Canada,2107,04:42,,,,,320,,,"Direct",193,2874,330
- -,YYZ,ATL,Air Canada (AC),Air Canada,739,01:58,,,,,CRA CRJ,,,"Codeshare",193,3682,330
- -,YYZ,AUA,Air Canada (AC),Air Canada,2227,04:57,,,,,319,,,"Direct",193,2895,330
- -,YYZ,AUH,Air Canada (AC),Air Canada,6907,14:18,,,,,77W,,,"Direct",193,2179,330
- -,YYZ,AZS,Air Canada (AC),Air Canada,1780,04:03,,,,,319,,,"Direct",193,5810,330
- -,YYZ,BCN,Air Canada (AC),Air Canada,3985,08:28,,,,,763,,,"Codeshare",193,1218,330
- -,YYZ,BDA,Air Canada (AC),Air Canada,1124,02:44,,,,,319,,,"Direct",193,4069,330
- -,YYZ,BDL,Air Canada (AC),Air Canada,371,01:14,,,,,BEH,,,"Codeshare",193,3825,330
- -,YYZ,BGI,Air Canada (AC),Air Canada,2427,05:21,,,,,319,,,"Direct",193,2875,330
- -,YYZ,BNA,Air Canada (AC),Air Canada,640,01:46,,,,,CRJ,,,"Codeshare",193,3690,330
- -,YYZ,BOG,Air Canada (AC),Air Canada,2712,05:55,,,,,763,,,"Direct",193,2709,330
- -,YYZ,BOS,Air Canada (AC),Air Canada,444,01:23,,,,,E90 E75,,,"Direct",193,3448,330
- -,YYZ,BWI,Air Canada (AC),Air Canada,346,01:11,,,,,DH1,,,"Codeshare",193,3849,330
- -,YYZ,CCC,Air Canada (AC),Air Canada,1466,03:25,,,,,319,,,"Direct",193,1901,330
- -,YYZ,CDG,Air Canada (AC),Air Canada,3738,07:58,,,,,77W,,,"Direct",193,1382,330
- -,YYZ,CLE,Air Canada (AC),Air Canada,192,00:53,,,,,DH1,,,"Codeshare",193,3486,330
- -,YYZ,CLT,Air Canada (AC),Air Canada,588,01:40,,,,,CRJ,,,"Codeshare",193,3876,330
- -,YYZ,CMH,Air Canada (AC),Air Canada,304,01:06,,,,,DH1,,,"Codeshare",193,3759,330
- -,YYZ,CPH,Air Canada (AC),Air Canada,3893,08:17,,,,,763,,,"Direct",193,609,330
- -,YYZ,CUN,Air Canada (AC),Air Canada,1617,03:44,,,,,319,,,"Direct",193,1852,330
- -,YYZ,CVG,Air Canada (AC),Air Canada,412,01:19,,,,,CRJ,,,"Codeshare",193,3488,330
- -,YYZ,DCA,Air Canada (AC),Air Canada,359,01:13,,,,,E75,,,"Direct",193,3520,330
- -,YYZ,DEN,Air Canada (AC),Air Canada,1311,03:07,,,,,E90,,,"Direct",193,3751,330
- -,YYZ,DFW,Air Canada (AC),Air Canada,1197,02:53,,,,,E75,,,"Direct",193,3670,330
- -,YYZ,DTW,Air Canada (AC),Air Canada,213,00:55,,,,,BEH CRJ,,,"Codeshare",193,3645,330
- -,YYZ,DUB,Air Canada (AC),Air Canada,3267,07:02,,,,,763,,,"Codeshare",193,599,330
- -,YYZ,EWR,Air Canada (AC),Air Canada,347,01:11,,,,,E75 E90,,,"Direct",193,3494,330
- -,YYZ,FCO,Air Canada (AC),Air Canada,4400,09:18,,,,,333,,,"Direct",193,1555,330
- -,YYZ,FLL,Air Canada (AC),Air Canada,1216,02:55,,,,,320,,,"Direct",193,3533,330
- -,YYZ,FRA,Air Canada (AC),Air Canada,3939,08:22,,,,,77W,,,"Direct",193,340,330
- -,YYZ,GCM,Air Canada (AC),Air Canada,1686,03:52,,,,,E90,,,"Direct",193,1926,330
- -,YYZ,GGT,Air Canada (AC),Air Canada,1405,03:18,,,,,E90,,,"Direct",193,1941,330
- -,YYZ,GND,Air Canada (AC),Air Canada,2431,05:21,,,,,319,,,"Direct",193,2882,330
- -,YYZ,GRU,Air Canada (AC),Air Canada,5088,10:40,,,,,763,,,"Direct",193,2564,330
- -,YYZ,HAV,Air Canada (AC),Air Canada,1437,03:22,,,,,E90,,,"Direct",193,1909,330
- -,YYZ,HKG,Air Canada (AC),Air Canada,7792,16:05,,,,,77L,,,"Direct",193,3077,330
- -,YYZ,HOG,Air Canada (AC),Air Canada,1592,03:41,,,,,319,,,"Direct",193,1910,330
- -,YYZ,IAD,Air Canada (AC),Air Canada,345,01:11,,,,,CRJ ERJ CR7,,,"Codeshare",193,3714,330
- -,YYZ,IAH,Air Canada (AC),Air Canada,1279,03:03,,,,,CRA,,,"Codeshare",193,3550,330
- -,YYZ,IND,Air Canada (AC),Air Canada,438,01:22,,,,,CRJ,,,"Codeshare",193,3585,330
- -,YYZ,IST,Air Canada (AC),Air Canada,5091,10:40,,,,,77W 763,,,"Direct",193,1701,330
- -,YYZ,JFK,Air Canada (AC),Air Canada,365,01:13,,,,,CRA,,,"Codeshare",193,3797,330
- -,YYZ,KIN,Air Canada (AC),Air Canada,1785,04:04,,,,,319,,,"Direct",193,1779,330
- -,YYZ,LAS,Air Canada (AC),Air Canada,1937,04:22,,,,,763 319,,,"Direct",193,3877,330
- -,YYZ,LAX,Air Canada (AC),Air Canada,2169,04:50,,,,,321 320,,,"Direct",193,3484,330
- -,YYZ,LGA,Air Canada (AC),Air Canada,355,01:12,,,,,E90 E75,,,"Direct",193,3697,330
- -,YYZ,LHR,Air Canada (AC),Air Canada,3544,07:35,,,,,763 77L 77W 333,,,"Direct",193,507,330
- -,YYZ,LIM,Air Canada (AC),Air Canada,3849,08:11,,,,,763,,,"Direct",193,2789,330
- -,YYZ,LIR,Air Canada (AC),Air Canada,2311,05:07,,,,,319,,,"Direct",193,1881,330
- -,YYZ,MBJ,Air Canada (AC),Air Canada,1741,03:58,,,,,319,,,"Direct",193,1780,330
- -,YYZ,MCI,Air Canada (AC),Air Canada,835,02:10,,,,,CRJ,,,"Codeshare",193,3458,330
- -,YYZ,MCO,Air Canada (AC),Air Canada,1057,02:36,,,,,319,,,"Direct",193,3878,330
- -,YYZ,MDT,Air Canada (AC),Air Canada,282,01:03,,,,,BEH,,,"Codeshare",193,3542,330
- -,YYZ,MEX,Air Canada (AC),Air Canada,2016,04:31,,,,,319,,,"Direct",193,1824,330
- -,YYZ,MIA,Air Canada (AC),Air Canada,1235,02:58,,,,,E90,,,"Direct",193,3576,330
- -,YYZ,MKE,Air Canada (AC),Air Canada,418,01:20,,,,,CRJ,,,"Codeshare",193,3717,330
- -,YYZ,MSP,Air Canada (AC),Air Canada,676,01:51,,,,,CRA CRJ,,,"Codeshare",193,3858,330
- -,YYZ,MSY,Air Canada (AC),Air Canada,1110,02:43,,,,,CRA,,,"Codeshare",193,3861,330
- -,YYZ,MUC,Air Canada (AC),Air Canada,4124,08:44,,,,,77W,,,"Direct",193,346,330
- -,YYZ,NAS,Air Canada (AC),Air Canada,1292,03:05,,,,,319,,,"Direct",193,1953,330
- -,YYZ,NRT,Air Canada (AC),Air Canada,6396,13:17,,,,,77W,,,"Direct",193,2279,330
- -,YYZ,ORD,Air Canada (AC),Air Canada,434,01:22,,,,,E75,,,"Direct",193,3830,330
- -,YYZ,PEK,Air Canada (AC),Air Canada,6558,13:36,,,,,77W,,,"Direct",193,3364,330
- -,YYZ,PHL,Air Canada (AC),Air Canada,346,01:11,,,,,E75,,,"Direct",193,3752,330
- -,YYZ,PHX,Air Canada (AC),Air Canada,1871,04:14,,,,,319,,,"Direct",193,3462,330
- -,YYZ,PIT,Air Canada (AC),Air Canada,222,00:56,,,,,DH1,,,"Codeshare",193,3570,330
- -,YYZ,PLS,Air Canada (AC),Air Canada,1570,03:38,,,,,E90,,,"Direct",193,1754,330
- -,YYZ,POP,Air Canada (AC),Air Canada,1732,03:57,,,,,319,,,"Direct",193,1761,330
- -,YYZ,PUJ,Air Canada (AC),Air Canada,1853,04:12,,,,,319,,,"Direct",193,1760,330
- -,YYZ,PVG,Air Canada (AC),Air Canada,7088,14:40,,,,,77L,,,"Direct",193,3406,330
- -,YYZ,RDU,Air Canada (AC),Air Canada,540,01:34,,,,,CRJ,,,"Codeshare",193,3626,330
- -,YYZ,ROC,Air Canada (AC),Air Canada,105,00:42,,,,,BEH,,,"Codeshare",193,3622,330
- -,YYZ,RSW,Air Canada (AC),Air Canada,1189,02:52,,,,,320,,,"Direct",193,3793,330
- -,YYZ,SAN,Air Canada (AC),Air Canada,2151,04:48,,,,,319,,,"Direct",193,3731,330
- -,YYZ,SCL,Air Canada (AC),Air Canada,5351,11:12,,,,,763,,,"Direct",193,2650,330
- -,YYZ,SEA,Air Canada (AC),Air Canada,2053,04:36,,,,,E90,,,"Direct",193,3577,330
- -,YYZ,SFO,Air Canada (AC),Air Canada,2252,05:00,,,,,320,,,"Direct",193,3469,330
- -,YYZ,SJO,Air Canada (AC),Air Canada,2342,05:11,,,,,319,,,"Direct",193,1885,330
- -,YYZ,SNU,Air Canada (AC),Air Canada,1463,03:25,,,,,319,,,"Direct",193,1918,330
- -,YYZ,STL,Air Canada (AC),Air Canada,652,01:48,,,,,CRJ,,,"Codeshare",193,3678,330
- -,YYZ,SYR,Air Canada (AC),Air Canada,181,00:51,,,,,BEH,,,"Codeshare",193,3745,330
- -,YYZ,TLV,Air Canada (AC),Air Canada,5772,12:02,,,,,763,,,"Direct",193,1590,330
- -,YYZ,TPA,Air Canada (AC),Air Canada,1096,02:41,,,,,319,,,"Direct",193,3646,330
- -,YYZ,UVF,Air Canada (AC),Air Canada,2344,05:11,,,,,319,,,"Direct",193,2894,330
- -,YYZ,VIE,Air Canada (AC),Air Canada,4315,09:07,,,,,763,,,"Codeshare",193,1613,330
- -,YYZ,VRA,Air Canada (AC),Air Canada,1429,03:21,,,,,319,,,"Direct",193,1923,330
- -,YYZ,WAW,Air Canada (AC),Air Canada,4306,09:06,,,,,788,,,"Direct",193,679,330
- -,YYZ,YAM,Air Canada (AC),Air Canada,306,01:06,,,,,DH1,,,"Codeshare",193,21,330
- -,YYZ,YDF,Air Canada (AC),Air Canada,1120,02:44,,,,,E90,,,"Direct",193,45,330
- -,YYZ,YEG,Air Canada (AC),Air Canada,1669,03:50,,,,,320 319 E90,,,"Direct",193,49,330
- -,YYZ,YFC,Air Canada (AC),Air Canada,658,01:48,,,,,DH4,,,"Codeshare",193,56,330
- -,YYZ,YGK,Air Canada (AC),Air Canada,155,00:48,,,,,BEH,,,"Codeshare",193,61,330
- -,YYZ,YHZ,Air Canada (AC),Air Canada,800,02:06,,,,,320 E90 319 763,,,"Direct",193,73,330
- -,YYZ,YMM,Air Canada (AC),Air Canada,1637,03:46,,,,,E90 320 319,,,"Direct",193,90,330
- -,YYZ,YOW,Air Canada (AC),Air Canada,225,00:57,,,,,E90 319 320 763 E75,,,"Direct",193,100,330
- -,YYZ,YQB,Air Canada (AC),Air Canada,454,01:24,,,,,DH4,,,"Codeshare",193,111,330
- -,YYZ,YQG,Air Canada (AC),Air Canada,193,00:53,,,,,319,,,"Direct",193,113,330
- -,YYZ,YQM,Air Canada (AC),Air Canada,749,01:59,,,,,DH4 CRJ,,,"Codeshare",193,117,330
- -,YYZ,YQR,Air Canada (AC),Air Canada,1259,03:01,,,,,E90,,,"Direct",193,120,330
- -,YYZ,YQT,Air Canada (AC),Air Canada,565,01:37,,,,,DH4 CRJ,,,"Codeshare",193,121,330
- -,YYZ,YQY,Air Canada (AC),Air Canada,970,02:26,,,,,CRJ,,,"Codeshare",193,126,330
- -,YYZ,YSB,Air Canada (AC),Air Canada,211,00:55,,,,,DH1,,,"Codeshare",193,133,330
- -,YYZ,YSJ,Air Canada (AC),Air Canada,685,01:52,,,,,DH4,,,"Codeshare",193,135,330
- -,YYZ,YTS,Air Canada (AC),Air Canada,348,01:11,,,,,DH1,,,"Codeshare",193,143,330
- -,YYZ,YUL,Air Canada (AC),Air Canada,314,01:07,,,,,319 321 320 E90 333 763 E75,,,"Direct",193,146,330
- -,YYZ,YVR,Air Canada (AC),Air Canada,2077,04:39,,,,,321 320 77W 763 77L 319 333,,,"Direct",193,156,330
- -,YYZ,YWG,Air Canada (AC),Air Canada,934,02:22,,,,,320 E90 319,,,"Direct",193,160,330
- -,YYZ,YXE,Air Canada (AC),Air Canada,1372,03:14,,,,,E90,,,"Direct",193,166,330
- -,YYZ,YXU,Air Canada (AC),Air Canada,88,00:40,,,,,DH1 DH4,,,"Codeshare",193,174,330
- -,YYZ,YYB,Air Canada (AC),Air Canada,185,00:52,,,,,DH1,,,"Codeshare",193,177,330
- -,YYZ,YYC,Air Canada (AC),Air Canada,1670,03:50,,,,,320 321 319,,,"Direct",193,178,330
- -,YYZ,YYG,Air Canada (AC),Air Canada,824,02:08,,,,,CRJ,,,"Codeshare",193,182,330
- -,YYZ,YYJ,Air Canada (AC),Air Canada,2092,04:41,,,,,320,,,"Direct",193,184,330
- -,YYZ,YYT,Air Canada (AC),Air Canada,1318,03:08,,,,,320 E90 319,,,"Direct",193,189,330
- -,YYZ,YZR,Air Canada (AC),Air Canada,142,00:47,,,,,BEH,,,"Codeshare",193,199,330
- -,YYZ,ZRH,Air Canada (AC),Air Canada,4030,08:33,,,,,333,,,"Direct",193,1678,330
- -,YZF,YEG,Air Canada (AC),Air Canada,632,01:45,,,,,CRJ,,,"Codeshare",196,49,330
- -,YZF,YYC,Air Canada (AC),Air Canada,783,02:03,,,,,CRJ,,,"Codeshare",196,178,330
- -,YZP,YVR,Air Canada (AC),Air Canada,466,01:25,,,,,DH3,,,"Codeshare",198,156,330
- -,YZR,YYZ,Air Canada (AC),Air Canada,142,00:47,,,,,BEH,,,"Codeshare",199,193,330
- -,YZV,YQB,Air Canada (AC),Air Canada,333,01:09,,,,,DH1,,,"Codeshare",202,111,330
- -,YZV,YUL,Air Canada (AC),Air Canada,476,01:27,,,,,DH1,,,"Codeshare",202,146,330
- -,YZV,YWK,Air Canada (AC),Air Canada,188,00:52,,,,,DH1,,,"Codeshare",202,161,330
- -,ZBF,YUL,Air Canada (AC),Air Canada,407,01:18,,,,,DH3 DH1,,,"Codeshare",5538,146,330
- -,ZRH,YUL,Air Canada (AC),Air Canada,3723,07:56,,,,,330,,,"Direct",1678,146,330
- -,ZRH,YYZ,Air Canada (AC),Air Canada,4030,08:33,,,,,333,,,"Direct",1678,193,330
- -,ZSA,PLS,Air Canada (AC),Air Canada,213,00:55,,,,,319,,,"Direct",1956,1754,330
